paper_id,year,extraction_method,stage1_response,ethics_substantive,ethics_justification,input_tokens_s1,output_tokens_s1,stage2_response,ethics_theme,theme_justification,input_tokens_s2,output_tokens_s2
2206.08788,2022,sections,"SCORE: 0
REASON: The paper focuses on technical robustness evaluation of fake news detectors (adversarial attacks, backdoor attacks, bias in model features) without engaging in normative ethical analysis of fairness, accountability, harm to society, or governance frameworks.",0,"The paper focuses on technical robustness evaluation of fake news detectors (adversarial attacks, backdoor attacks, bias in model features) without engaging in normative ethical analysis of fairness, accountability, harm to society, or governance frameworks.",842,62,,,,0,0
2208.11349,2022,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to reinforcement learning exploration via curiosity-driven intrinsic rewards, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to reinforcement learning exploration via curiosity-driven intrinsic rewards, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",1474,52,,,,0,0
2208.02183,2022,sections,"SCORE: 0
REASON: The paper's use of terms like ""fair comparison"" and mentions of ""safe driving"" and ""privacy"" are purely technical or incidental, with no substantive normative engagement with fairness, harm, accountability, justice, or AI governance.",0,"The paper's use of terms like ""fair comparison"" and mentions of ""safe driving"" and ""privacy"" are purely technical or incidental, with no substantive normative engagement with fairness, harm, accountability, justice, or AI governance.",1571,62,,,,0,0
2205.02328,2022,sections,"SCORE: 0
REASON: While the paper briefly mentions inequality and pro-social behavior, these are treated as performance observations and technical metrics rather than as subjects of genuine normative ethical concern about fairness, harm, or justice.",0,"While the paper briefly mentions inequality and pro-social behavior, these are treated as performance observations and technical metrics rather than as subjects of genuine normative ethical concern about fairness, harm, or justice.",1173,52,,,,0,0
2206.08932,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on empirically measuring GPT-3's creative performance against human benchmarks using psychological metrics, with no substantive engagement with normative ethical concerns about fairness, harm, accountability, or governance.",0,"The paper focuses entirely on empirically measuring GPT-3's creative performance against human benchmarks using psychological metrics, with no substantive engagement with normative ethical concerns about fairness, harm, accountability, or governance.",1658,56,,,,0,0
2206.06279,2022,sections,"SCORE: 0
REASON: The only ethics mention is a boilerplate declaration stating ethics approval is not applicable, with no substantive normative engagement with fairness, harm, accountability, or governance.",0,"The only ethics mention is a boilerplate declaration stating ethics approval is not applicable, with no substantive normative engagement with fairness, harm, accountability, or governance.",204,47,,,,0,0
2201.10453,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on combinatorial optimization, routing algorithms, and competition results, with no substantive normative engagement with fairness, harm, accountability, or governance.",0,"The paper focuses entirely on combinatorial optimization, routing algorithms, and competition results, with no substantive normative engagement with fairness, harm, accountability, or governance.",809,46,,,,0,0
2203.09952,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical robustness against sensor anomalies (""ghost vehicles"") in autonomous driving, with no substantive engagement with normative ethical concerns such as fairness, accountability, or governance.",0,"The paper focuses entirely on technical robustness against sensor anomalies (""ghost vehicles"") in autonomous driving, with no substantive engagement with normative ethical concerns such as fairness, accountability, or governance.",541,54,,,,0,0
2204.12568,2022,sections,"SCORE: 0
REASON: The paper focuses on technical explainability methods for multi-agent reinforcement learning, with no substantive engagement with normative ethical concerns like fairness, harm, accountability, or justice.",0,"The paper focuses on technical explainability methods for multi-agent reinforcement learning, with no substantive engagement with normative ethical concerns like fairness, harm, accountability, or justice.",358,50,,,,0,0
2204.03514,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical aspects of imitation learning for embodied navigation robots, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical aspects of imitation learning for embodied navigation robots, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1517,51,,,,0,0
2207.03380,2022,sections,"SCORE: 0
REASON: The paper is a neuroscience study comparing language models' ability to predict fMRI brain activity, with no substantive engagement with AI ethics, fairness, harm, accountability, or governance.",0,"The paper is a neuroscience study comparing language models' ability to predict fMRI brain activity, with no substantive engagement with AI ethics, fairness, harm, accountability, or governance.",1613,52,,,,0,0
2207.01595,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical performance comparison of deep learning models for energy forecasting, with no engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses entirely on technical performance comparison of deep learning models for energy forecasting, with no engagement with fairness, harm, accountability, or governance concerns.",618,44,,,,0,0
2203.11743,2022,sections,"SCORE: 0
REASON: The paper is a technical analysis of dataset characteristics (annotation quality, class distribution, scene layout) for trajectory prediction, with no substantive engagement with normative ethical concerns like fairness, harm, accountability, or justice.",0,"The paper is a technical analysis of dataset characteristics (annotation quality, class distribution, scene layout) for trajectory prediction, with no substantive engagement with normative ethical concerns like fairness, harm, accountability, or justice.",1376,56,,,,0,0
2205.01265,2022,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses entirely on technical student modeling and program synthesis for educational tutoring systems, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical student modeling and program synthesis for educational tutoring systems, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",2250,51,,,,0,0
2205.07502,2022,sections,"SCORE: 0
REASON: The paper focuses on technical cybersecurity modeling across physical, network, and social domains, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses on technical cybersecurity modeling across physical, network, and social domains, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",636,50,,,,0,0
2201.07032,2022,sections,"SCORE: 0
REASON: The paper focuses on methodological and mathematical challenges of applying computational methods to comparative text and object analysis, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses on methodological and mathematical challenges of applying computational methods to comparative text and object analysis, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",929,52,,,,0,0
2202.09722,2022,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on a pheromone-based multi-agent reinforcement learning communication framework with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is purely technical, focusing on a pheromone-based multi-agent reinforcement learning communication framework with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1164,55,,,,0,0
2202.01030,2022,sections,"SCORE: 0
REASON: This paper is purely technical, focused on runtime distributions and clause learning in SAT solvers, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"This paper is purely technical, focused on runtime distributions and clause learning in SAT solvers, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1425,51,,,,0,0
2202.01256,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on logistics optimization, vehicle routing algorithms, and competition benchmarking, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on logistics optimization, vehicle routing algorithms, and competition benchmarking, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",1172,48,,,,0,0
2205.07635,2022,sections,"SCORE: 0
REASON: The paper is purely technical/philosophical in nature, focused on formalizing the concept of ""information"" mathematically, with no engagement with AI ethics topics such as fairness, harm, accountability, or governance.",0,"The paper is purely technical/philosophical in nature, focused on formalizing the concept of ""information"" mathematically, with no engagement with AI ethics topics such as fairness, harm, accountability, or governance.",374,55,,,,0,0
2207.10991,2022,fallback_no_target_sections,"SCORE: 1
REASON: The paper explicitly engages with normative concerns about fairness, justice, societal harm, and accountability for historically marginalized groups, framing algorithmic fairness as a matter of legal compliance, social responsibility, and ethical obligation rather than merely a technical performance metric.",1,"The paper explicitly engages with normative concerns about fairness, justice, societal harm, and accountability for historically marginalized groups, framing algorithmic fairness as a matter of legal compliance, social responsibility, and ethical obligation rather than merely a technical performance metric.",880,66,"CATEGORY: A
REASON: The paper primarily focuses on technical aspects of algorithmic fairness, including sources and measures of bias, bias mitigation algorithms, and fairness metrics in the context of business analytics systems.",A,"The paper primarily focuses on technical aspects of algorithmic fairness, including sources and measures of bias, bias mitigation algorithms, and fairness metrics in the context of business analytics systems.",904,48
2201.10334,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical metrics for measuring game level diversity and difficulty using agent-based methods, with no engagement with AI ethics, fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical metrics for measuring game level diversity and difficulty using agent-based methods, with no engagement with AI ethics, fairness, harm, accountability, or governance.",357,49,,,,0,0
2206.05675,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical aspects of uncertainty quantification and decision-making in AI/ML systems, with no substantive normative engagement with fairness, harm, accountability, justice, or governance.",0,"The paper focuses entirely on technical aspects of uncertainty quantification and decision-making in AI/ML systems, with no substantive normative engagement with fairness, harm, accountability, justice, or governance.",1242,53,,,,0,0
2208.05627,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical knowledge representation and probabilistic reasoning for sensor data interpretation, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical knowledge representation and probabilistic reasoning for sensor data interpretation, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",737,47,,,,0,0
2206.07167,2022,sections,"SCORE: 0
REASON: The paper uses ""moral"" as an analogical dimension for categorizing narrative content in fables, treating it as a technical classification label rather than engaging with genuine normative concerns about fairness, harm, accountability, or AI governance.",0,"The paper uses ""moral"" as an analogical dimension for categorizing narrative content in fables, treating it as a technical classification label rather than engaging with genuine normative concerns about fairness, harm, accountability, or AI governance.",2058,59,,,,0,0
2208.08035,2022,sections,"SCORE: 0
REASON: The paper focuses on technical performance metrics (recommendation accuracy, conversation quality) and uses ""explainability"" and ""trustworthy"" in a purely technical sense without engaging with normative ethical concerns like fairness, harm, or accountability.",0,"The paper focuses on technical performance metrics (recommendation accuracy, conversation quality) and uses ""explainability"" and ""trustworthy"" in a purely technical sense without engaging with normative ethical concerns like fairness, harm, or accountability.",440,60,,,,0,0
2209.07667,2022,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics by addressing consent, harm to human artists, accountability of dataset/model creators, and governance through proposed regulatory and community guidelines.",1,"The paper substantively engages with AI ethics by addressing consent, harm to human artists, accountability of dataset/model creators, and governance through proposed regulatory and community guidelines.",443,46,"CATEGORY: B
REASON: The paper primarily frames AI ethics around regulatory oversight, licensing enforcement, consent mechanisms, and policy recommendations to protect artists, situating the issue within governance and compliance structures.",B,"The paper primarily frames AI ethics around regulatory oversight, licensing enforcement, consent mechanisms, and policy recommendations to protect artists, situating the issue within governance and compliance structures.",467,44
2202.04890,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical methods for active learning in aircraft detection for defense applications, with no substantive engagement with ethical concerns such as fairness, accountability, harm, or governance.",0,"The paper focuses entirely on technical methods for active learning in aircraft detection for defense applications, with no substantive engagement with ethical concerns such as fairness, accountability, harm, or governance.",1178,49,,,,0,0
2205.03447,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical aspects of ontology alignment/matching systems, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or justice.",0,"The paper focuses entirely on technical aspects of ontology alignment/matching systems, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or justice.",385,49,,,,0,0
2201.03709,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical aspects of Pavlovian signaling, emergent communication, and agent-agent interaction mechanisms, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical aspects of Pavlovian signaling, emergent communication, and agent-agent interaction mechanisms, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1517,60,,,,0,0
2204.04242,2022,sections,"SCORE: 0
REASON: The paper is entirely focused on technical improvements to interactive pattern mining algorithms (sampling methods, feature descriptors, regret minimization) with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is entirely focused on technical improvements to interactive pattern mining algorithms (sampling methods, feature descriptors, regret minimization) with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1060,58,,,,0,0
2209.01535,2022,sections,"SCORE: 0
REASON: The paper focuses on computational optimization of evacuation routes and schedules, with only a passing mention of ""social vulnerability"" in the conclusion without any substantive normative discussion of fairness, equity, or justice concerns.",0,"The paper focuses on computational optimization of evacuation routes and schedules, with only a passing mention of ""social vulnerability"" in the conclusion without any substantive normative discussion of fairness, equity, or justice concerns.",973,56,,,,0,0
2206.02216,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical aspects of multi-armed bandit problems, counterfactual interventions, and regret minimization, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical aspects of multi-armed bandit problems, counterfactual interventions, and regret minimization, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",476,60,,,,0,0
2208.03423,2022,sections,"SCORE: 0
REASON: This paper is entirely focused on mechanical engineering design optimization for spring selection, with no engagement with AI ethics, fairness, harm, accountability, or governance.",0,"This paper is entirely focused on mechanical engineering design optimization for spring selection, with no engagement with AI ethics, fairness, harm, accountability, or governance.",1574,43,,,,0,0
2205.03151,2022,sections,"SCORE: 0
REASON: This paper is a formal mathematical study of argumentation framework semantics and principles, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"This paper is a formal mathematical study of argumentation framework semantics and principles, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1682,48,,,,0,0
2206.07988,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical NLP tasks (code-mixed text quality prediction, feature engineering, and regression modeling) with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical NLP tasks (code-mixed text quality prediction, feature engineering, and regression modeling) with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1093,58,,,,0,0
2206.11996,2022,sections,"SCORE: 0
REASON: The paper's discussion of ""equity"" and ""safety"" refers to technical performance metrics like minimizing delay and using accident modification factors for different road user classes, without engaging in normative ethical reasoning about fairness, accountability, or justice.",0,"The paper's discussion of ""equity"" and ""safety"" refers to technical performance metrics like minimizing delay and using accident modification factors for different road user classes, without engaging in normative ethical reasoning about fairness, accountability, or justice.",1347,60,,,,0,0
2203.16275,2022,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics by developing a formal framework for encoding ethical and legal norms into reinforcement learning agents, reasoning about normative conflicts, and addressing genuine concerns about how autonomous agents should comply with ethical obligations and prohibitions.",1,"The paper substantively engages with AI ethics by developing a formal framework for encoding ethical and legal norms into reinforcement learning agents, reasoning about normative conflicts, and addressing genuine concerns about how autonomous agents should comply with ethical obligations and prohibitions.",1761,62,"CATEGORY: A
REASON: The paper develops a technical framework using defeasible deontic logic and multi-objective reinforcement learning to formally specify and enforce ethical constraints (safety/compliance) in autonomous agents through reward/punishment mechanisms.",A,The paper develops a technical framework using defeasible deontic logic and multi-objective reinforcement learning to formally specify and enforce ethical constraints (safety/compliance) in autonomous agents through reward/punishment mechanisms.,1785,53
2207.14760,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical contributions in self-supervised learning for user modeling, with no engagement with normative concerns about fairness, privacy, accountability, or harm.",0,"The paper focuses entirely on technical contributions in self-supervised learning for user modeling, with no engagement with normative concerns about fairness, privacy, accountability, or harm.",913,46,,,,0,0
2206.00474,2022,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics by addressing fairness as a genuine normative concern in high-stakes domains (loan applications), involving stakeholder co-design to identify fairness requirements, and explicitly aiming to make AI systems ""fairer and more transparent for everyone"" through accountability-focused human-in-the-loop design.",1,"The paper substantively engages with AI ethics by addressing fairness as a genuine normative concern in high-stakes domains (loan applications), involving stakeholder co-design to identify fairness requirements, and explicitly aiming to make AI systems ""fairer and more transparent for everyone"" through accountability-focused human-in-the-loop design.",1242,82,"CATEGORY: A
REASON: The paper focuses on designing user interfaces and technical tools (FairHIL) to support human-in-the-loop fairness investigations, centering on fairness metrics, visualization of AI model outputs, and technical evaluation of fairness concepts within ML systems.",A,"The paper focuses on designing user interfaces and technical tools (FairHIL) to support human-in-the-loop fairness investigations, centering on fairness metrics, visualization of AI model outputs, and technical evaluation of fairness concepts within ML systems.",1266,65
2205.13504,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on technical comparisons between forecasting models (Transformer-based vs. linear), with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical comparisons between forecasting models (Transformer-based vs. linear), with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",482,51,,,,0,0
2201.11876,2022,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on optimization problems for multi-sensor data integration using mathematical frameworks like posets and message passing algorithms, with no engagement with ethical concerns.",0,"The paper is purely technical, focusing on optimization problems for multi-sensor data integration using mathematical frameworks like posets and message passing algorithms, with no engagement with ethical concerns.",410,46,,,,0,0
2209.03990,2022,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses on AI opportunities, industry applications, and strategic positioning of Bosnia and Herzegovina in the AI landscape, with no substantive normative engagement with fairness, harm, accountability, or governance ethics.",0,"The paper focuses on AI opportunities, industry applications, and strategic positioning of Bosnia and Herzegovina in the AI landscape, with no substantive normative engagement with fairness, harm, accountability, or governance ethics.",871,53,,,,0,0
2206.03491,2022,sections,"SCORE: 0
REASON: While the paper mentions trustworthiness, safety, and social context of explanations, its use of ""fairness"" refers to a technical metric for evaluating explainer compactness/quality, and the ethical concerns raised (confidence, privacy, security) are framed only as motivation for XAI research rather than substantively engaged through normative analysis.",0,"While the paper mentions trustworthiness, safety, and social context of explanations, its use of ""fairness"" refers to a technical metric for evaluating explainer compactness/quality, and the ethical concerns raised (confidence, privacy, security) are framed only as motivation for XAI research rather than substantively engaged through normative analysis.",934,86,,,,0,0
2206.06202,2022,sections,"SCORE: 0
REASON: The paper focuses entirely on a technical method for incorporating hard inequality constraints into neural network training, with no discussion of fairness, harm, accountability, or any normative ethical concerns.",0,"The paper focuses entirely on a technical method for incorporating hard inequality constraints into neural network training, with no discussion of fairness, harm, accountability, or any normative ethical concerns.",1021,48,,,,0,0
2306.07353,2023,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on extending a hierarchical planning language (HDDL) with temporal and numerical features, with no normative concern about fairness, harm, accountability, or governance.",0,"The paper is purely technical, focusing on extending a hierarchical planning language (HDDL) with temporal and numerical features, with no normative concern about fairness, harm, accountability, or governance.",1774,54,,,,0,0
2306.05801,2023,sections,"SCORE: 0
REASON: The paper focuses entirely on using XAI techniques to improve model classification performance, with no substantive engagement with normative ethical concerns such as fairness, accountability, or harm.",0,"The paper focuses entirely on using XAI techniques to improve model classification performance, with no substantive engagement with normative ethical concerns such as fairness, accountability, or harm.",575,48,,,,0,0
2303.07957,2023,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on text summarization methods, accuracy, and precision metrics, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is purely technical, focusing on text summarization methods, accuracy, and precision metrics, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",891,51,,,,0,0
2302.01241,2023,sections,"SCORE: 0
REASON: The paper focuses on improving AI interpretability and explainability through domain-aligned diagrammatic and abductive reasoning for technical performance gains, with accountability mentioned only as motivation rather than engaging substantively with normative concerns about fairness, harm, or governance.",0,"The paper focuses on improving AI interpretability and explainability through domain-aligned diagrammatic and abductive reasoning for technical performance gains, with accountability mentioned only as motivation rather than engaging substantively with normative concerns about fairness, harm, or governance.",944,64,,,,0,0
2303.01300,2023,sections,"SCORE: 0
REASON: The paper focuses on technical performance optimization in human-AI hybrid teams, with mentions of user burden and cognitive load being practical usability concerns rather than substantive normative engagement with fairness, harm, accountability, or justice.",0,"The paper focuses on technical performance optimization in human-AI hybrid teams, with mentions of user burden and cognitive load being practical usability concerns rather than substantive normative engagement with fairness, harm, accountability, or justice.",621,57,,,,0,0
2306.17408,2023,sections,"SCORE: 1
REASON: The ethical considerations section genuinely engages with normative concerns, specifically addressing harms from false positives affecting legitimate users, inherited biases from language models perpetuating stereotypes, GNN discrimination against demographic groups, and the importance of human oversight rather than fully automated decision-making.",1,"The ethical considerations section genuinely engages with normative concerns, specifically addressing harms from false positives affecting legitimate users, inherited biases from language models perpetuating stereotypes, GNN discrimination against demographic groups, and the importance of human oversight rather than fully automated decision-making.",970,70,"CATEGORY: A
REASON: The paper primarily focuses on technical methods for bot detection—specifically distilling graph neural network knowledge into language models—with ethical considerations briefly noting fairness and bias issues as secondary concerns.",A,The paper primarily focuses on technical methods for bot detection—specifically distilling graph neural network knowledge into language models—with ethical considerations briefly noting fairness and bias issues as secondary concerns.,994,47
2302.11761,2023,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on MDP formulations, approximation algorithms, and performance bounds for intermittently observable systems, with no normative engagement with fairness, harm, accountability, or governance.",0,"The paper is purely technical, focusing on MDP formulations, approximation algorithms, and performance bounds for intermittently observable systems, with no normative engagement with fairness, harm, accountability, or governance.",764,55,,,,0,0
2302.00561,2023,sections,"SCORE: 0
REASON: The paper focuses on user experience and design stages in text-to-image generation for creative applications, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses on user experience and design stages in text-to-image generation for creative applications, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1249,52,,,,0,0
2303.05038,2023,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to reinforcement learning efficiency through auxiliary task generation, with no substantive engagement with ethical concepts such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to reinforcement learning efficiency through auxiliary task generation, with no substantive engagement with ethical concepts such as fairness, harm, accountability, or governance.",1179,49,,,,0,0
2301.06926,2023,sections,"SCORE: 0
REASON: The paper focuses entirely on technical modeling of theory of mind in AI agents using memory and attention mechanisms, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical modeling of theory of mind in AI agents using memory and attention mechanisms, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",729,52,,,,0,0
2304.11794,2023,sections,"SCORE: 0
REASON: The paper focuses entirely on technical performance improvements (AUC, AUC-PR) for clinical prediction tasks using metric learning and fine-tuning, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical performance improvements (AUC, AUC-PR) for clinical prediction tasks using metric learning and fine-tuning, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",433,64,,,,0,0
2302.10146,2023,sections,"SCORE: 0
REASON: The paper references ethics and sustainability in a retail/generational context, with no substantive normative engagement with AI-specific concerns like fairness, harm, accountability, or governance of AI systems.",0,"The paper references ethics and sustainability in a retail/generational context, with no substantive normative engagement with AI-specific concerns like fairness, harm, accountability, or governance of AI systems.",276,52,,,,0,0
2303.13168,2023,sections,"SCORE: 0
REASON: The paper is purely a formal logic and uncertainty theory contribution, focusing on technical development of belief function logics and modal/fuzzy logic frameworks, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is purely a formal logic and uncertainty theory contribution, focusing on technical development of belief function logics and modal/fuzzy logic frameworks, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1578,61,,,,0,0
2306.04274,2023,sections,"SCORE: 0
REASON: The paper discusses governance and ownership structures of AI platforms primarily as technical and economic trade-offs (cost, centralization, monetization, reproducibility) rather than engaging substantively with normative ethical concerns like fairness, harm, or accountability.",0,"The paper discusses governance and ownership structures of AI platforms primarily as technical and economic trade-offs (cost, centralization, monetization, reproducibility) rather than engaging substantively with normative ethical concerns like fairness, harm, or accountability.",1005,61,,,,0,0
2306.11755,2023,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on causal inference algorithms for identifying conditional post-interventional distributions, with no engagement with normative ethical concerns such as fairness, harm, or accountability.",0,"The paper is purely technical, focusing on causal inference algorithms for identifying conditional post-interventional distributions, with no engagement with normative ethical concerns such as fairness, harm, or accountability.",925,51,,,,0,0
2304.08861,2023,sections,"SCORE: 0
REASON: The paper focuses on measuring cognitive load, task performance, and mental efficiency of XAI explanation types from a usability/sociotechnical perspective, without substantively engaging with normative ethical concerns such as fairness, accountability, harm, or justice.",0,"The paper focuses on measuring cognitive load, task performance, and mental efficiency of XAI explanation types from a usability/sociotechnical perspective, without substantively engaging with normative ethical concerns such as fairness, accountability, harm, or justice.",1664,64,,,,0,0
2306.04025,2023,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics by explicitly discussing accountability, trust, fairness, bias, discrimination, social inequalities, harm in high-stakes domains, and governance frameworks (NIST RMF, EU AI Act) as motivating concerns for explainable AI development.",1,"The paper substantively engages with AI ethics by explicitly discussing accountability, trust, fairness, bias, discrimination, social inequalities, harm in high-stakes domains, and governance frameworks (NIST RMF, EU AI Act) as motivating concerns for explainable AI development.",1397,72,"CATEGORY: A
REASON: The paper primarily frames AI ethics through technical explainability and interpretability challenges, proposing active inference as a mechanism to address the ""black box"" problem via uncertainty quantification and self-modeling in AI systems.",A,"The paper primarily frames AI ethics through technical explainability and interpretability challenges, proposing active inference as a mechanism to address the ""black box"" problem via uncertainty quantification and self-modeling in AI systems.",1421,54
2305.12738,2023,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to logical rule learning for knowledge graph completion, with only a passing mention that ""modifying KGs has social impacts so rationales are preferred,"" which is incidental rather than a substantive ethical engagement.",0,"The paper focuses entirely on technical improvements to logical rule learning for knowledge graph completion, with only a passing mention that ""modifying KGs has social impacts so rationales are preferred,"" which is incidental rather than a substantive ethical engagement.",956,60,,,,0,0
2303.04217,2023,sections,"SCORE: 0
REASON: The paper's introduction focuses on scientific and methodological applications of AI across research disciplines, with no substantive normative engagement with fairness, harm, accountability, or governance.",0,"The paper's introduction focuses on scientific and methodological applications of AI across research disciplines, with no substantive normative engagement with fairness, harm, accountability, or governance.",639,47,,,,0,0
2305.06951,2023,sections,"SCORE: 0
REASON: The paper focuses entirely on algorithmic efficiency and parallelization of a constraint diagnosis algorithm, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on algorithmic efficiency and parallelization of a constraint diagnosis algorithm, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",2331,50,,,,0,0
2305.16708,2023,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to human-AI collaboration through hierarchical reinforcement learning, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or justice.",0,"The paper focuses entirely on technical improvements to human-AI collaboration through hierarchical reinforcement learning, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or justice.",436,51,,,,0,0
2306.00480,2023,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to neurosymbolic AI frameworks (computational complexity, expressiveness, data efficiency) with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to neurosymbolic AI frameworks (computational complexity, expressiveness, data efficiency) with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1470,57,,,,0,0
2301.10034,2023,sections,"SCORE: 0
REASON: The paper focuses entirely on technical challenges of goal-oriented policy learning in open-world environments (Minecraft), with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical challenges of goal-oriented policy learning in open-world environments (Minecraft), with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",587,54,,,,0,0
2302.09425,2023,sections,"SCORE: 0
REASON: The paper discusses visual reasoning and physical object knowledge in an AI context with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper discusses visual reasoning and physical object knowledge in an AI context with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",405,43,,,,0,0
2304.01503,2023,sections,"SCORE: 0
REASON: This paper appears to be a technical evaluation of AI performance on medical/surgical exam questions, with no substantive engagement with AI ethics, fairness, harm, accountability, or governance.",0,"This paper appears to be a technical evaluation of AI performance on medical/surgical exam questions, with no substantive engagement with AI ethics, fairness, harm, accountability, or governance.",241,49,,,,0,0
